id,title,artist,year,culture,classification,medium,source_url,image_manifest_url,image_source_used,palette_image_file,palette_image_path,dominant_colors_hex,color_ratios,color_chinese_names,overall_tone,color_family,color_tags_cn,color_1_hex,color_2_hex,color_3_hex,color_4_hex,color_5_hex,color_6_hex,color_7_hex,color_8_hex,color_9_hex,color_1_ratio,color_2_ratio,color_3_ratio,color_4_ratio,color_5_ratio,color_6_ratio,color_7_ratio,color_8_ratio,color_9_ratio,color_1_cn,color_2_cn,color_3_cn,color_4_cn,color_5_cn,color_6_cn,color_7_cn,color_8_cn,color_9_cn
11320,Adam,Auguste Rodin,modeled 1880/81; cast later,欧洲,Painting / Sculpture,Bronze,https://www.artic.edu/artworks/11320,https://api.artic.edu/api/v1/artworks/11320/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/c5dbb973-a2fd-755a-c1be-cd2660ccf5af/full/1686,/0/default.jpg",11320_palette.png,outputs/color_cards/11320_palette.png,"#C6C6C6, #D3D3D3, #DDDDDD, #393534, #494545, #5E5A5A, #242120, #7A7676, #9A9697","28.22%, 24.84%, 21.61%, 6.99%, 6.49%, 4.36%, 3.14%, 2.67%, 1.68%",浅灰色、浅灰色、浅灰色、深灰色、深灰色、灰色、黑色、灰色、灰色,低饱和色调,灰色系,浅灰色、浅灰色、浅灰色、深灰色、深灰色、灰色、黑色、灰色、灰色、低饱和色调、灰色系,#C6C6C6,#D3D3D3,#DDDDDD,#393534,#494545,#5E5A5A,#242120,#7A7676,#9A9697,28.22%,24.84%,21.61%,6.99%,6.49%,4.36%,3.14%,2.67%,1.68%,浅灰色,浅灰色,浅灰色,深灰色,深灰色,灰色,黑色,灰色,灰色
11393,Henry Ossawa Tanner,Hermann Dudley Murphy,c. 1896,美洲,American Art,Oil on canvas,https://www.artic.edu/artworks/11393,https://api.artic.edu/api/v1/artworks/11393/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/4429b763-efb3-9b73-47be-8ac952881133/full/800,/0/default.jpg",11393_palette.png,outputs/color_cards/11393_palette.png,"#4A4B3B, #474535, #50503F, #423F31, #39342A, #785E43, #564131, #68513C, #7E775E","22.69%, 22.42%, 21.71%, 21.43%, 4.57%, 2.51%, 2.20%, 2.09%, 0.39%",深黄色、深黄色、深黄色、深黄色、深橙色、橙色、深橙色、橙色、黄色,深色调,黄色系,深黄色、深黄色、深黄色、深黄色、深橙色、橙色、深橙色、橙色、黄色、深色调、黄色系,#4A4B3B,#474535,#50503F,#423F31,#39342A,#785E43,#564131,#68513C,#7E775E,22.69%,22.42%,21.71%,21.43%,4.57%,2.51%,2.20%,2.09%,0.39%,深黄色,深黄色,深黄色,深黄色,深橙色,橙色,深橙色,橙色,黄色
11434,Salome with the Head of Saint John the Baptist,Guido Reni,c. 1606/07,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/11434,https://api.artic.edu/api/v1/artworks/11434/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/8eccb189-92f3-353a-3337-c0778c2680d9/full/1686,/0/default.jpg",11434_palette.png,outputs/color_cards/11434_palette.png,"#312A21, #29241D, #3B3428, #5E4A3C, #494334, #553C26, #6D5948, #7E6B59, #95846C","23.30%, 19.81%, 19.63%, 8.26%, 8.20%, 6.84%, 6.14%, 4.65%, 3.17%",深橙色、深橙色、深橙色、橙色、深橙色、深橙色、橙色、橙色、橙色,深色调,橙色系,深橙色、深橙色、深橙色、橙色、深橙色、深橙色、橙色、橙色、橙色、深色调、橙色系,#312A21,#29241D,#3B3428,#5E4A3C,#494334,#553C26,#6D5948,#7E6B59,#95846C,23.30%,19.81%,19.63%,8.26%,8.20%,6.84%,6.14%,4.65%,3.17%,深橙色,深橙色,深橙色,橙色,深橙色,深橙色,橙色,橙色,橙色
11723,Woman at Her Toilette,Berthe Morisot,1875/80,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/11723,https://api.artic.edu/api/v1/artworks/11723/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/78c80988-6524-cec7-c661-a4c0a706d06f/full/1686,/0/default.jpg",11723_palette.png,outputs/color_cards/11723_palette.png,"#A49D96, #928E89, #B3AEA8, #7E7E7C, #746B5F, #5F5847, #44402C, #937D67, #CAC3BC","18.21%, 17.02%, 14.06%, 13.11%, 12.35%, 9.70%, 5.32%, 5.23%, 5.00%",灰色、灰色、灰色、灰色、灰橙色、橙色、深黄色、橙色、浅灰色,低饱和色调,灰色系,灰色、灰色、灰色、灰色、灰橙色、橙色、深黄色、橙色、浅灰色、低饱和色调、灰色系,#A49D96,#928E89,#B3AEA8,#7E7E7C,#746B5F,#5F5847,#44402C,#937D67,#CAC3BC,18.21%,17.02%,14.06%,13.11%,12.35%,9.70%,5.32%,5.23%,5.00%,灰色,灰色,灰色,灰色,灰橙色,橙色,深黄色,橙色,浅灰色
13720,Alabama Cotton Tenant Farmer's Wife,Walker Evans,1936,摄影与媒介,Photography,Gelatin silver print,https://www.artic.edu/artworks/13720,https://api.artic.edu/api/v1/artworks/13720/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/d33f38d7-e0fd-17e4-09cd-1cfbbfd2c8b4/full/800,/0/default.jpg",13720_palette.png,outputs/color_cards/13720_palette.png,"#A9A79B, #98968A, #888579, #767367, #605E52, #BBBAAE, #49483C, #13140C, #2D2D22","15.45%, 14.65%, 14.28%, 11.64%, 11.31%, 9.43%, 8.43%, 7.46%, 7.35%",灰色、灰色、灰色、灰黄色、灰黄色、浅灰色、深黄色、黑色、深黄色,低饱和色调,灰色系,灰色、灰色、灰色、灰黄色、灰黄色、浅灰色、深黄色、黑色、深黄色、低饱和色调、灰色系,#A9A79B,#98968A,#888579,#767367,#605E52,#BBBAAE,#49483C,#13140C,#2D2D22,15.45%,14.65%,14.28%,11.64%,11.31%,9.43%,8.43%,7.46%,7.35%,灰色,灰色,灰色,灰黄色,灰黄色,浅灰色,深黄色,黑色,深黄色
13853,"Karttikeya, Commander of the Divine Army, Seated on a Peacock",无明确作者 / 官方数据未提供,10th/11th century,亚洲,Asian Art,Stone / sculpture,https://www.artic.edu/artworks/13853,https://api.artic.edu/api/v1/artworks/13853/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/bc2824ae-b75f-e76f-23f9-0e7e7f8f628e/full/1686,/0/default.jpg",13853_palette.png,outputs/color_cards/13853_palette.png,"#E9E8E6, #ADABA1, #DBDAD8, #9B9783, #837F6C, #C3C1B8, #6A6550, #4E4834, #2E2A1D","20.79%, 14.17%, 13.12%, 11.33%, 10.45%, 9.95%, 8.88%, 6.31%, 4.99%",白色、灰色、浅灰色、灰黄色、灰黄色、浅灰色、黄色、深黄色、深黄色,低饱和色调,灰色系,白色、灰色、浅灰色、灰黄色、灰黄色、浅灰色、黄色、深黄色、深黄色、低饱和色调、灰色系,#E9E8E6,#ADABA1,#DBDAD8,#9B9783,#837F6C,#C3C1B8,#6A6550,#4E4834,#2E2A1D,20.79%,14.17%,13.12%,11.33%,10.45%,9.95%,8.88%,6.31%,4.99%,白色,灰色,浅灰色,灰黄色,灰黄色,浅灰色,黄色,深黄色,深黄色
14572,The Millinery Shop,Hilaire Germain Edgar Degas,1882/86,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/14572,https://api.artic.edu/api/v1/artworks/14572/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/6f513908-03cc-b974-633b-adfce56b7936/full/1686,/0/default.jpg",14572_palette.png,outputs/color_cards/14572_palette.png,"#5C3F28, #774924, #37423C, #403022, #6D693D, #945921, #798867, #A37B48, #C1A47A","21.69%, 14.39%, 13.94%, 12.96%, 12.69%, 9.26%, 6.80%, 4.99%, 3.28%",橙色、橙色、深绿色、深橙色、黄色、橙色、绿色、橙色、橙色,中明度色调,橙色系,橙色、橙色、深绿色、深橙色、黄色、橙色、绿色、橙色、橙色、中明度色调、橙色系,#5C3F28,#774924,#37423C,#403022,#6D693D,#945921,#798867,#A37B48,#C1A47A,21.69%,14.39%,13.94%,12.96%,12.69%,9.26%,6.80%,4.99%,3.28%,橙色,橙色,深绿色,深橙色,黄色,橙色,绿色,橙色,橙色
14574,Henri Degas and His Niece Lucie Degas (The Artist's Uncle and Cousin),Hilaire Germain Edgar Degas,1875/76,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/14574,https://api.artic.edu/api/v1/artworks/14574/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/ba4d7ead-bd10-e02d-6f5f-613050d7062e/full/1686,/0/default.jpg",14574_palette.png,outputs/color_cards/14574_palette.png,"#2C261E, #14130E, #483928, #65533B, #7E6D50, #9A8961, #C2A265, #E2D089, #B0AD8A","19.84%, 18.71%, 14.28%, 10.55%, 9.31%, 8.97%, 7.87%, 6.98%, 3.51%",深橙色、黑色、深橙色、橙色、橙色、橙色、橙色、浅黄色、灰黄色,中明度色调,橙色系,深橙色、黑色、深橙色、橙色、橙色、橙色、橙色、浅黄色、灰黄色、中明度色调、橙色系,#2C261E,#14130E,#483928,#65533B,#7E6D50,#9A8961,#C2A265,#E2D089,#B0AD8A,19.84%,18.71%,14.28%,10.55%,9.31%,8.97%,7.87%,6.98%,3.51%,深橙色,黑色,深橙色,橙色,橙色,橙色,橙色,浅黄色,灰黄色
14591,Woman Reading,Édouard Manet,1879/80,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/14591,https://api.artic.edu/api/v1/artworks/14591/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/fd991fea-0c13-8444-7879-aba467f1d9db/full/1686,/0/default.jpg",14591_palette.png,outputs/color_cards/14591_palette.png,"#2A2626, #161115, #787D6E, #949689, #414742, #685F4F, #49675F, #B9B5A4, #A58B65","17.02%, 15.62%, 13.22%, 12.58%, 11.16%, 9.75%, 8.59%, 7.19%, 4.86%",深灰色、黑色、灰色、灰色、深灰色、橙色、绿色、浅灰色、橙色,低饱和色调,灰色系,深灰色、黑色、灰色、灰色、深灰色、橙色、绿色、浅灰色、橙色、低饱和色调、灰色系,#2A2626,#161115,#787D6E,#949689,#414742,#685F4F,#49675F,#B9B5A4,#A58B65,17.02%,15.62%,13.22%,12.58%,11.16%,9.75%,8.59%,7.19%,4.86%,深灰色,黑色,灰色,灰色,深灰色,橙色,绿色,浅灰色,橙色
14598,The Beach at Sainte-Adresse,Claude Monet,1867,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/14598,https://api.artic.edu/api/v1/artworks/14598/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/95be2572-b53d-8e7b-abc9-10eb48d4fa5d/full/1686,/0/default.jpg",14598_palette.png,outputs/color_cards/14598_palette.png,"#8D9396, #9CA0A0, #7A8A8E, #AEAEAA, #BEBDB7, #5A574F, #79766C, #3A3634, #2C4A6E","23.16%, 20.02%, 19.42%, 15.58%, 8.64%, 4.00%, 3.98%, 3.96%, 1.24%",灰色、灰色、灰青色、灰色、浅灰色、灰橙色、灰色、深灰色、蓝色,低饱和色调,灰色系,灰色、灰色、灰青色、灰色、浅灰色、灰橙色、灰色、深灰色、蓝色、低饱和色调、灰色系,#8D9396,#9CA0A0,#7A8A8E,#AEAEAA,#BEBDB7,#5A574F,#79766C,#3A3634,#2C4A6E,23.16%,20.02%,19.42%,15.58%,8.64%,4.00%,3.98%,3.96%,1.24%,灰色,灰色,灰青色,灰色,浅灰色,灰橙色,灰色,深灰色,蓝色
14655,Two Sisters (On the Terrace),Pierre-Auguste Renoir,1881,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/14655,https://api.artic.edu/api/v1/artworks/14655/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/3a608f55-d76e-fa96-d0b1-0789fbc48f1e/full/1686,/0/default.jpg",14655_palette.png,outputs/color_cards/14655_palette.png,"#838B87, #A4A195, #67736F, #605C4E, #8B815F, #2E3346, #B9BBB9, #375360, #A34742","14.48%, 14.09%, 14.04%, 12.46%, 11.03%, 10.57%, 10.27%, 9.47%, 3.60%",灰色、灰色、灰色、灰黄色、黄色、深蓝色、浅灰色、蓝色、红色,低饱和色调,灰色系,灰色、灰色、灰色、灰黄色、黄色、深蓝色、浅灰色、蓝色、红色、低饱和色调、灰色系,#838B87,#A4A195,#67736F,#605C4E,#8B815F,#2E3346,#B9BBB9,#375360,#A34742,14.48%,14.09%,14.04%,12.46%,11.03%,10.57%,10.27%,9.47%,3.60%,灰色,灰色,灰色,灰黄色,黄色,深蓝色,浅灰色,蓝色,红色
14968,Mural Fragment Depicting a Maguey Bloodletting Ritual,Teotihuacan,c. 500–600,美洲,American Art,Fresco / mural fragment,https://www.artic.edu/artworks/14968,https://api.artic.edu/api/v1/artworks/14968/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/09d2b000-8e44-c735-5099-126d6453aaaa/full/1686,/0/default.jpg",14968_palette.png,outputs/color_cards/14968_palette.png,"#81392D, #762618, #A86153, #924D41, #B97769, #C8C6C6, #C0998D, #453F3B, #79706A","19.18%, 17.62%, 17.59%, 16.20%, 11.67%, 9.38%, 4.44%, 2.11%, 1.81%",红色、红色、红色、红色、红色、浅灰色、红色、深橙色、灰橙色,中明度色调,红色系,红色、红色、红色、红色、红色、浅灰色、红色、深橙色、灰橙色、中明度色调、红色系,#81392D,#762618,#A86153,#924D41,#B97769,#C8C6C6,#C0998D,#453F3B,#79706A,19.18%,17.62%,17.59%,16.20%,11.67%,9.38%,4.44%,2.11%,1.81%,红色,红色,红色,红色,红色,浅灰色,红色,深橙色,灰橙色
15401,At Mouquin's,William James Glackens,1905,美洲,American Art,Oil on canvas,https://www.artic.edu/artworks/15401,https://api.artic.edu/api/v1/artworks/15401/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/b146368d-a855-63ac-6115-04b835c60bb0/full/1686,/0/default.jpg",15401_palette.png,outputs/color_cards/15401_palette.png,"#2A2A28, #5B5E57, #424440, #7C7769, #9E937E, #B6B8A4, #597E84, #7CA2A3, #CDD8C4","18.56%, 14.34%, 13.54%, 12.76%, 9.67%, 9.26%, 8.90%, 7.42%, 5.54%",深灰色、灰色、深灰色、灰橙色、灰橙色、浅灰色、青色、灰青色、浅灰色,低饱和色调,灰色系,深灰色、灰色、深灰色、灰橙色、灰橙色、浅灰色、青色、灰青色、浅灰色、低饱和色调、灰色系,#2A2A28,#5B5E57,#424440,#7C7769,#9E937E,#B6B8A4,#597E84,#7CA2A3,#CDD8C4,18.56%,14.34%,13.54%,12.76%,9.67%,9.26%,8.90%,7.42%,5.54%,深灰色,灰色,深灰色,灰橙色,灰橙色,浅灰色,青色,灰青色,浅灰色
15468,Saint George and the Dragon,Bernat Martorell,1434/35,欧洲,Painting / Sculpture,Tempera on panel,https://www.artic.edu/artworks/15468,https://api.artic.edu/api/v1/artworks/15468/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/8a0e4ac9-43ea-bc3e-884b-ee27f8a10501/full/1686,/0/default.jpg",15468_palette.png,outputs/color_cards/15468_palette.png,"#AD875D, #B99E81, #C8B69F, #2B1B08, #4F3813, #9A6E39, #7C531C, #847A6E, #5A5441","18.11%, 13.56%, 12.71%, 12.22%, 11.94%, 10.88%, 9.49%, 6.79%, 4.31%",橙色、橙色、浅橙色、深橙色、深橙色、橙色、橙色、灰橙色、黄色,中明度色调,橙色系,橙色、橙色、浅橙色、深橙色、深橙色、橙色、橙色、灰橙色、黄色、中明度色调、橙色系,#AD875D,#B99E81,#C8B69F,#2B1B08,#4F3813,#9A6E39,#7C531C,#847A6E,#5A5441,18.11%,13.56%,12.71%,12.22%,11.94%,10.88%,9.49%,6.79%,4.31%,橙色,橙色,浅橙色,深橙色,深橙色,橙色,橙色,灰橙色,黄色
15563,The Night Is Stirring (Anger) (La Nuit remue [colère]),Wou-Ki Zao,1959,现代/当代艺术,Contemporary Art,Oil on canvas,https://www.artic.edu/artworks/15563,https://api.artic.edu/api/v1/artworks/15563/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/0f07eb70-3818-676a-c047-b1672d0a8277/full/800,/0/default.jpg",15563_palette.png,outputs/color_cards/15563_palette.png,"#16223B, #3D3535, #0F2D51, #292727, #544341, #5F5C5A, #31435B, #7F7972, #A9A094","19.65%, 15.89%, 14.21%, 11.92%, 11.21%, 10.54%, 7.06%, 6.95%, 2.58%",深蓝色、深红色、深蓝色、深灰色、深红色、灰色、蓝色、灰色、灰橙色,深色调,蓝色系,深蓝色、深红色、深蓝色、深灰色、深红色、灰色、蓝色、灰色、灰橙色、深色调、蓝色系,#16223B,#3D3535,#0F2D51,#292727,#544341,#5F5C5A,#31435B,#7F7972,#A9A094,19.65%,15.89%,14.21%,11.92%,11.21%,10.54%,7.06%,6.95%,2.58%,深蓝色,深红色,深蓝色,深灰色,深红色,灰色,蓝色,灰色,灰橙色
16146,Equestrienne (At the Cirque Fernando),Henri de Toulouse-Lautrec,1887/88,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/16146,https://api.artic.edu/api/v1/artworks/16146/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/65db9e21-83c3-1cc6-7240-1e1996d87f52/full/1686,/0/default.jpg",16146_palette.png,outputs/color_cards/16146_palette.png,"#CCC3B9, #BEB6A7, #A9A195, #938D85, #7E7B76, #6B6966, #555656, #824D44, #8E765A","23.06%, 15.60%, 11.66%, 10.98%, 9.96%, 8.60%, 8.42%, 7.74%, 3.99%",浅灰色、灰橙色、灰色、灰色、灰色、灰色、深灰色、红色、橙色,低饱和色调,灰色系,浅灰色、灰橙色、灰色、灰色、灰色、灰色、深灰色、红色、橙色、低饱和色调、灰色系,#CCC3B9,#BEB6A7,#A9A195,#938D85,#7E7B76,#6B6966,#555656,#824D44,#8E765A,23.06%,15.60%,11.66%,10.98%,9.96%,8.60%,8.42%,7.74%,3.99%,浅灰色,灰橙色,灰色,灰色,灰色,灰色,深灰色,红色,橙色
16169,The Beheading of Saint John the Baptist,Giovanni di Paolo,1457/59,欧洲,Painting / Sculpture,Tempera on panel,https://www.artic.edu/artworks/16169,https://api.artic.edu/api/v1/artworks/16169/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/af91bb7d-0af4-ef10-5b4d-052da0b6e21a/full/1686,/0/default.jpg",16169_palette.png,outputs/color_cards/16169_palette.png,"#B1A892, #9D9484, #6B6654, #4F4D44, #372F29, #87826F, #855834, #A67D52, #6B8297","29.96%, 21.94%, 10.22%, 9.41%, 8.34%, 8.26%, 5.10%, 4.32%, 2.44%",灰橙色、灰橙色、灰黄色、深黄色、深橙色、灰黄色、橙色、橙色、灰蓝色,低饱和色调,橙色系,灰橙色、灰橙色、灰黄色、深黄色、深橙色、灰黄色、橙色、橙色、灰蓝色、低饱和色调、橙色系,#B1A892,#9D9484,#6B6654,#4F4D44,#372F29,#87826F,#855834,#A67D52,#6B8297,29.96%,21.94%,10.22%,9.41%,8.34%,8.26%,5.10%,4.32%,2.44%,灰橙色,灰橙色,灰黄色,深黄色,深橙色,灰黄色,橙色,橙色,灰蓝色
16231,Processional Cross with Saint Mary Magdalene and a Blessed Hermit,Lorenzo Monaco,c. 1410,欧洲,Painting / Sculpture,Tempera on panel,https://www.artic.edu/artworks/16231,https://api.artic.edu/api/v1/artworks/16231/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/7bc86f37-02d8-10fb-ec06-7e2ce69d9238/full/!3000,3000/0/default.jpg",16231_palette.png,outputs/color_cards/16231_palette.png,"#030302, #AD7E3E, #4D3621, #C39653, #96652E, #665D4A, #9C2D16, #DBC49D, #998C73","46.86%, 17.24%, 7.59%, 7.48%, 7.30%, 4.29%, 4.22%, 2.72%, 2.31%",黑色、橙色、深橙色、橙色、橙色、橙色、红色、浅橙色、橙色,深色调,橙色系,黑色、橙色、深橙色、橙色、橙色、橙色、红色、浅橙色、橙色、深色调、橙色系,#030302,#AD7E3E,#4D3621,#C39653,#96652E,#665D4A,#9C2D16,#DBC49D,#998C73,46.86%,17.24%,7.59%,7.48%,7.30%,4.29%,4.22%,2.72%,2.31%,黑色,橙色,深橙色,橙色,橙色,橙色,红色,浅橙色,橙色
16298,Portrait of Jean Gros (recto); Coat of Arms of Jean Gros (verso),Rogier van der Weyden,c. 1450,欧洲,Painting / Sculpture,Oil on panel,https://www.artic.edu/artworks/16298,https://api.artic.edu/api/v1/artworks/16298/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/108f44fc-d93b-abf0-c33c-2920d57844c3/full/1686,/0/default.jpg",16298_palette.png,outputs/color_cards/16298_palette.png,"#120A05, #081114, #051A22, #1C130C, #8A6453, #7A5645, #614333, #402C21, #9A7566","29.39%, 20.31%, 14.96%, 14.21%, 6.44%, 5.69%, 3.86%, 3.27%, 1.88%",黑色、黑色、黑色、黑色、橙色、橙色、橙色、深橙色、橙色,深色调,黑色系,黑色、黑色、黑色、黑色、橙色、橙色、橙色、深橙色、橙色、深色调、黑色系,#120A05,#081114,#051A22,#1C130C,#8A6453,#7A5645,#614333,#402C21,#9A7566,29.39%,20.31%,14.96%,14.21%,6.44%,5.69%,3.86%,3.27%,1.88%,黑色,黑色,黑色,黑色,橙色,橙色,橙色,深橙色,橙色
16327,The Annunciation,"Jean Hey, (the Master of Moulins)",c. 1490,欧洲,Painting / Sculpture,Oil on panel,https://www.artic.edu/artworks/16327,https://api.artic.edu/api/v1/artworks/16327/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/77951d0c-d781-eac6-f4ff-f13cc5cfc0cf/full/1686,/0/default.jpg",16327_palette.png,outputs/color_cards/16327_palette.png,"#4D3D2A, #372518, #783927, #64644A, #987331, #8E9079, #203643, #27560A, #C8C3B6","21.41%, 17.84%, 15.13%, 13.11%, 9.94%, 8.65%, 6.29%, 4.75%, 2.88%",深橙色、深橙色、红色、黄色、橙色、灰黄色、深蓝色、深绿色、浅灰色,中明度色调,橙色系,深橙色、深橙色、红色、黄色、橙色、灰黄色、深蓝色、深绿色、浅灰色、中明度色调、橙色系,#4D3D2A,#372518,#783927,#64644A,#987331,#8E9079,#203643,#27560A,#C8C3B6,21.41%,17.84%,15.13%,13.11%,9.94%,8.65%,6.29%,4.75%,2.88%,深橙色,深橙色,红色,黄色,橙色,灰黄色,深蓝色,深绿色,浅灰色
16362,Friar Pedro Shoots El Maragato as His Horse Runs Off,Francisco José de Goya y Lucientes,1806,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/16362,https://api.artic.edu/api/v1/artworks/16362/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/622998f1-73f9-4c96-08cf-60bda7c9ce4b/full/1686,/0/default.jpg",16362_palette.png,outputs/color_cards/16362_palette.png,"#4E3A1E, #5D482C, #948464, #231B0E, #79582A, #392B17, #857455, #AA9672, #6B5C40","16.70%, 12.11%, 11.84%, 11.44%, 11.41%, 11.04%, 9.61%, 7.99%, 7.86%",深橙色、橙色、橙色、黑色、橙色、深橙色、橙色、橙色、橙色,中明度色调,橙色系,深橙色、橙色、橙色、黑色、橙色、深橙色、橙色、橙色、橙色、中明度色调、橙色系,#4E3A1E,#5D482C,#948464,#231B0E,#79582A,#392B17,#857455,#AA9672,#6B5C40,16.70%,12.11%,11.84%,11.44%,11.41%,11.04%,9.61%,7.99%,7.86%,深橙色,橙色,橙色,黑色,橙色,深橙色,橙色,橙色,橙色
16487,"The Bay of Marseille, Seen from L'Estaque",Paul Cezanne,c. 1885,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/16487,https://api.artic.edu/api/v1/artworks/16487/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/d4ca6321-8656-3d3f-a362-2ee297b2b813/full/1686,/0/default.jpg",16487_palette.png,outputs/color_cards/16487_palette.png,"#809BA1, #44687C, #587788, #98A8A8, #6C7262, #9C7C5E, #80897D, #4A615A, #BA9771","17.57%, 15.99%, 12.99%, 12.91%, 10.85%, 9.29%, 7.31%, 6.99%, 6.10%",灰青色、蓝色、蓝色、灰色、灰绿色、橙色、灰色、灰绿色、橙色,中明度色调,蓝色系,灰青色、蓝色、蓝色、灰色、灰绿色、橙色、灰色、灰绿色、橙色、中明度色调、蓝色系,#809BA1,#44687C,#587788,#98A8A8,#6C7262,#9C7C5E,#80897D,#4A615A,#BA9771,17.57%,15.99%,12.99%,12.91%,10.85%,9.29%,7.31%,6.99%,6.10%,灰青色,蓝色,蓝色,灰色,灰绿色,橙色,灰色,灰绿色,橙色
16488,Armida Encounters the Sleeping Rinaldo,Giovanni Battista Tiepolo,1742/45,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/16488,https://api.artic.edu/api/v1/artworks/16488/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/633f464c-203f-f7b9-a251-7a2073f4b05d/full/1686,/0/default.jpg",16488_palette.png,outputs/color_cards/16488_palette.png,"#ACBFC4, #524134, #D3BCA2, #7A5F4A, #927F6A, #AD9C87, #2F231C, #DB9769, #A63C2A","26.31%, 13.29%, 11.36%, 11.23%, 11.06%, 10.61%, 9.27%, 4.56%, 2.33%",灰青色、深橙色、浅橙色、橙色、橙色、灰橙色、深橙色、浅橙色、红色,中明度色调,橙色系,灰青色、深橙色、浅橙色、橙色、橙色、灰橙色、深橙色、浅橙色、红色、中明度色调、橙色系,#ACBFC4,#524134,#D3BCA2,#7A5F4A,#927F6A,#AD9C87,#2F231C,#DB9769,#A63C2A,26.31%,13.29%,11.36%,11.23%,11.06%,10.61%,9.27%,4.56%,2.33%,灰青色,深橙色,浅橙色,橙色,橙色,灰橙色,深橙色,浅橙色,红色
16499,Jesus Mocked by the Soldiers,Édouard Manet,1865,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/16499,https://api.artic.edu/api/v1/artworks/16499/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/4d03ba14-a01a-d003-404a-cf3f9fb40ede/full/1686,/0/default.jpg",16499_palette.png,outputs/color_cards/16499_palette.png,"#060809, #3B342C, #21201D, #524A41, #CDB392, #92775B, #765A42, #AD947C, #D7CFB7","35.97%, 11.72%, 10.44%, 9.87%, 7.39%, 6.76%, 6.69%, 6.12%, 5.05%",黑色、深橙色、黑色、深橙色、浅橙色、橙色、橙色、橙色、浅黄色,深色调,橙色系,黑色、深橙色、黑色、深橙色、浅橙色、橙色、橙色、橙色、浅黄色、深色调、橙色系,#060809,#3B342C,#21201D,#524A41,#CDB392,#92775B,#765A42,#AD947C,#D7CFB7,35.97%,11.72%,10.44%,9.87%,7.39%,6.76%,6.69%,6.12%,5.05%,黑色,深橙色,黑色,深橙色,浅橙色,橙色,橙色,橙色,浅黄色
16551,Beata Beatrix,Dante Gabriel Rossetti,1871/72,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/16551,https://api.artic.edu/api/v1/artworks/16551/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/194674a2-f451-65f7-ba46-6aac4d894f0b/full/1686,/0/default.jpg",16551_palette.png,outputs/color_cards/16551_palette.png,"#362715, #B99350, #C0C0C0, #4F361A, #6E4820, #A37D40, #866132, #DCB560, #918D88","17.48%, 14.95%, 14.29%, 13.89%, 12.31%, 11.23%, 10.89%, 2.82%, 2.14%",深橙色、橙色、浅灰色、深橙色、橙色、橙色、橙色、浅橙色、灰色,高饱和色调,橙色系,深橙色、橙色、浅灰色、深橙色、橙色、橙色、橙色、浅橙色、灰色、高饱和色调、橙色系,#362715,#B99350,#C0C0C0,#4F361A,#6E4820,#A37D40,#866132,#DCB560,#918D88,17.48%,14.95%,14.29%,13.89%,12.31%,11.23%,10.89%,2.82%,2.14%,深橙色,橙色,浅灰色,深橙色,橙色,橙色,橙色,浅橙色,灰色
